1 methanol_poison 0.021236
1 formation_assay 0.000473354
1 application 0.000771098
1 body_fluid 0.000473354
2163 methylpyrazole 0.00146776
2163 role 0.00175479
2163 methanol_poison 0.0372812
2163 formic_acid 0.00238515
2163 development_of_metabolic_acidosis 0.00140919
2163 reverse 0.00162162
2163 monkey 0.0017121
6915 methanol_poison 0.00519066
17016 rat 0.00164931
17016 production 0.00132594
17016 role_of_folic_acid 0.000910949
17016 methanol_poison 0.0158875
17016 vi 0.000998106
19641 methanol_poison 0.0105391
19641 anion_and_osmolal 0.000157785
28634 blood 0.0137064
28634 calculate_body_weight 0.00552247
28634 require_to_initiate 0.00552247
28634 simple_method_for_estimate 0.00625463
28634 buffer_base_excess 0.00268234
28634 dose 0.00820216
28634 contrary 0.00552247
28634 bicarbonate 0.00945875
28634 volume_of_distribution 0.00552247
28634 methanol_poison 0.192386
28634 obtain 0.00848185
28634 meq_nahco 0.00552247
28634 apparent_volume_of_distribution_be_large 0.00552247
28634 propose 0.00757165
28634 found_to_be_stable 0.00552247
28634 patient_with_severe_metabolic_acidosis 0.00552247
28634 excess_and_buffer_base 0.00552247
28634 physiological_approach 0.00552247
28634 correct 0.00552247
28634 severe_metabolic_acidosis 0.0050699
28634 base_on_these_observation 0.00625463
28634 normal_condition 0.00552247
28634 study 0.0129202
28634 space 0.00552247
28634 receive 0.00677754
28634 affect 0.00848185
28634 hco 0.00215399
28634 secondary 0.00677754
28634 kg_body_weight_be_infuse 0.00552247
28634 leave 0.00552247
28634 largely_overestimate 0.00552247
28634 extracellular_space 0.00552247
79875 methanol_poison 0.00519066
99844 formation 0.00160064
99844 produce 0.000859023
99844 methanol_poison 0.021236
99844 ocular_toxicity 0.000958718
109089 monkey 0.00117785
109089 formaldehyde 0.000864608
109089 lack 0.000631139
109089 methanol_poison 0.0265844
109089 role 0.00120834
99844 human 0.0272498
99844 treat 0.0267659
99844 activity 0.0216813
99844 monkey_as_a_model_for_study 0.0142006
99844 illustrate_the_usefulness 0.0142006
99844 strongly_inhibit 0.0142006
99844 methanol_toxicity 0.0324944
99844 toxic_metabolites 0.0247057
99844 prevent_the_accumulation 0.0142006
99844 alcohol_metabolism_effect 0.0142006
99844 mum 0.0142006
99844 level_of_plasma 0.0142006
99844 inhibition_of_oxidative 0.0160514
99844 produce_profound 0.0142006
99844 inhibition 0.020213
99844 low_toxicity 0.0173732
99844 methanol 0.030531
99844 level 0.0333033
99844 accumulation 0.0299756
99844 linear 0.020213
